Title,SubTitle,Rating,ItemPrice,TrendingPrice,ItemLink
"10.1"" Touch Screen Raspberry Pi Portable Monitor 1920*1200 FHD  With Case & Fan", Brand New,None,$169.99,None,https://www.ebay.com/itm/313907778779?_skw=ultrawide+monitor&hash=item49165c94db:g:lg8AAOSwCnZml4-4&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmFlKDYhkFYBJeollCO9V1PUjUFbC5ZggrcHIvdDgJmGVf77z6tMIfojdGzwKt660kYPnmDdqE1Ug1vE4psBe1ilrhPaw1I6EYbHiImCdz4LHDVUHBhhaRHF%2B5Dil%2FvCffg73a0Tp%2Bq%2ByTNirwymVP%2FKcViSCDRgkXVlKPf8tyl6jxk39VOgJj3H1aMof%2FQjVHKxsacsgENtpxesA%2FmmOWfPsN2zVfmUCpCKI%2FW2SXGh7%2B0vGqQRxfNb3Dy5OBTFyU%3D%7Ctkp%3ABk9SR57wiO2KZQ
ASUS VN279QL Ultra Wide Display Monitor With Power Cord and Stand~ Tested, Pre-Owned,5.0 out of 5 stars.,$99.99,None,https://www.ebay.com/itm/176668683342?_skw=ultrawide+monitor&epid=7032586899&hash=item2922462c4e:g:2JAAAOSw~jhnLOGO&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkkEyHJm3CB7%2BRbUzk%2B58ZfT%2FouEWFU5rN8OukQmvc6ideK7XSdgtavLASregYrEQ%2BbqxPwaYilNnLo1fBBDFFYFirGSXa9Fl0CQC7u1a%2FYZWsDd2Y6z34AONe65VTNBcMaZ%2BTVMFbcch%2BYXVieDdeZ5DEdRhmAXSUDsnad0OiOA1xxcg6mHWSa9WlZbZt817L4bRDFIWDfkPQfFLdpodwLwA0ntYSF%2FS85%2FMPoUZkru6PLVq5tj%2FQI4s5vSKtFMOSGnxZ61X5SienhUzZEYwdN6M545udc2FgUPZQce5bKYg%3D%3D%7Ctkp%3ABk9SR57wiO2KZQ
"NEW SAMSUNG 32-inch 4K UHD Smart Monitor Adaptive Picture, Ultrawide Game View", Open Box,None,$379.00,None,https://www.ebay.com/itm/156206643034?_skw=ultrawide+monitor&hash=item245ea4375a:g:qpwAAOSwwtBmQsJN&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkrAwBPbK7gVA47rIk31AaKXW1uTnD9CJhWX7VG9ON3mMH1fkQqsFQIBQitjVDCFYUzjPKeX5M4Y%2BfU1WA5ZQoLed0ywxZ27VezaSI74e%2BEtrh9a%2BcASHgjIN80T8G6zqE%2BbntbH4gSe2LiKjtF2%2FeSbGe8L4lxthT%2B5l8FU6%2Bqm0NJpXR%2FcdVA0tDptn5eBc2xV%2F6wsFDqAK%2FtHR600%2BdBShT7GNRpRvyaccc%2BNRv76PUn2BYhZmGfHRfzFEnsC9Q%3D%7Ctkp%3ABk9SR57wiO2KZQ
"Power Cord For Samsung 43"" M70B Smart Monitor with Streaming TV (S43BM702UN) ", Brand New,None,$8.49,None,https://www.ebay.com/itm/285714803859?_skw=ultrawide+monitor&epid=3063357956&hash=item4285edec93:g:PUEAAOSwyr5l08qs&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnSD2rtjMhjEU%2BylsQmD%2F3Iz9D9WRI2LBsGhLMvqe4AHhTbxHLpwsBv6aWVqb8tSNQ8jo6HuipUBO0oRxnk3SKE3md%2BIyrW%2FdrR7PA4aqxGCbvougeTY8Ufa2%2FerKdEJad92pcpD0xlebhWMDE4msi9XlQMDRp2Wl23r0%2FzqBwSYmCw3ZGdTiEneZSN%2BEG6JEVbSXnxIpZvZA728Vf86u8XOXjgeRgGV6Ud6laP%2FJTQHa4vMVS8KlVgj7CNSTdEwZYD3Di6S6%2BBtl5jjoDHwXomljAtyorWAg8fWLqgRXbGug%3D%3D%7Ctkp%3ABFBMnvCI7Ypl
"Aoc U34E2M 34 "" 3440 X 1440 Pixels Wide Quad Hd Va Panel Adaptive Sync Hdmi Disp", Brand New,None,$352.36,None,https://www.ebay.com/itm/316069598355?_skw=ultrawide+monitor&epid=27058195009&hash=item4997375493:g:giAAAOSwslBnZ2ro&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkfIx6ftovTyH27bvSNsKjXxCXizcPbk7D19nzZsG5jd6FmZv5GwKHzGSYr%2FLsIJHg%2Fx8lSEvhrq%2FTurRNZNg2zNqcIwGY9%2F1ODYqLGRupbX%2BS0NKOh1e057fvUpl1msFo7wxFip4wrE2V9HpqDcdl6d7T%2FpzBahjsfKi3EFa6M4TvLBg6P6QpNiKjUrmFnz2%2BUJ1uXywXWwywTGBo4qr6Xt6u%2F9g%2BdPKr37NBbvlzhIe59iWsm7KCNjR%2BUG%2FwDpO56wOaCH7lsPDdltIL%2BiDgpmZpBjSo1OWB60wgn958PiA%3D%3D%7Ctkp%3ABFBMnvCI7Ypl
"Aoc U34E2M 34 "" 3440 X 1440 Pixels Wide Quad Hd Va Panel Adaptive Sync Hdmi Disp", Brand New,None,$352.36,None,https://www.ebay.com/itm/316069598355?_skw=ultrawide+monitor&epid=27058195009&hash=item4997375493:g:giAAAOSwslBnZ2ro&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkfIx6ftovTyH27bvSNsKjXxCXizcPbk7D19nzZsG5jd6FmZv5GwKHzGSYr%2FLsIJHg%2Fx8lSEvhrq%2FTurRNZNg2zNqcIwGY9%2F1ODYqLGRupbX%2BS0NKOh1e057fvUpl1msFob%2FTmamEBiIjumONJCVsXsIOLtu%2Fxq8vh5wiHZzGOpLxSDNWl45G%2FLUynKOpmloMe99%2Fl8ker1AHspINd%2BZz4sGyT3vyDIoG3y8AaZfXxQBFGDPh2seMEfSt7PVE7RZRY0t0Ct%2BETUHpiZ%2BHkvTeAYWXeTX%2F81b5ePgwLLCf025g%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
"ACER CB342CK smiiphzx 34"" UltraWide QHD 75Hz 1ms Monitor Main & Power Board JC2", Pre-Owned,None,$20.00,None,https://www.ebay.com/itm/394978918531?_skw=ultrawide+monitor&hash=item5bf6940083:g:VIIAAOSwRBxlRoTj&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKm%2BK%2BAkeE3Dke6h5uTcPJM1ctQgpXeER%2BKPkuRb3UPIf0JXqDcDErTVGBDOEjFWZKsfkMr51QUNFyOcqMRQX%2F7%2BeKInZQNZl01M8YL%2BrKMFfZEvz7MmWrGvcBSebHX7tNxvKybHOfNRzNTjW1sQUBZntTxfaOIkNsv1zyEAMSd%2F%2BL2syb27X6LAqfQMUY3GlWSIt04IqF3mNDKanwTAvClaep80hn2%2FdMT8d26eMwzDxvW5AODpX%2B6ZjMh%2Bub9qvFBdIPaP9zy9phJReAQFkGT%2B1kggUvt1puMTzRZFGRDriw%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
15.6-Inch FHD Portable Monitor with USB-C & HDMI - Perfect for Gaming & Work, Brand New,None,$139.90,None,https://www.ebay.com/itm/226434738281?_skw=ultrawide+monitor&hash=item34b88fe869:g:4H4AAOSwCBZnKns1&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn1AoUFDeyh0zaPZyovM8W%2BVM4KtjBWiQj%2BHTkexTkxz8BwuLT6c1NDhWCGcd%2FX3Hm1MUtDvlCuHKSTNEov8HJLOyItcNtsTJF8IK46HjkzLns%2F5NEF6qwxAE52enVnsfPfScrU2qrI6aAGEHM44ZavUuP1M5LiN1oh5iyC3wBtaj9hTU%2FWBGbajyHQoyLaazNu8aHgHv%2FScw9m%2BUUmwptxd0n52UR218o0w2PO%2BqNMCWuoLCATCEp4jfkwnOABExIBGZi7UaZN%2FjEgZqwcs4f8mAhSLnmg%2FKWs9vetRBm6CQ%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
"20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machi...", Brand New,4.5 out of 5 stars.,$96.33,None,https://www.ebay.com/itm/156605300539?_skw=ultrawide+monitor&epid=19026729911&hash=item2476673f3b:g:Mf4AAOSwvqxnbp1o&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlfi9VItYZiJX%2FYYTG3%2FmT6%2BM22bH36OFivBavzz4GzKU9Y3idLwWf10hfxRzLErfHy%2Fn76%2BNfEQ57IR6kgVxrhSp6urJkRFY2ezCPwn7V3oWQ%2FL1PECQxBu41ds3UwcuOhUBV0r2z9BB31sSe8SFOZqvaDGVxUuz3yCfkXCxR4%2BXz%2F1JIN8%2FtP3CBaP3qsLWhY3HHLNBvZfoa0SRH5AedIFuuVUBM5fKyDOD%2BR%2FYIzDpZEVWeogUJ7mR7vGrZ%2BkNyGwxC3bKc9IK1IMjrPYB%2BI%2BegFUcNDsRXT6oGjWWlvRA%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
"HP M27ha 27"" 1920 x 1080P FHD IPS Monitor Black HDMI/VGA - Few Scratches", Pre-Owned,None,$100.00,None,https://www.ebay.com/itm/335580030867?_skw=ultrawide+monitor&epid=16043436534&hash=item4e2220e793:g:DtQAAOSwDJxm6vAX&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKljQ6cRBZqQmCxrIO7384SH2w0U4LNF9WNIX5J19DnRaQsCd8wDjP5FNwzYiCfSHqKJLoHdzvwagwcPXJSh1q5c6iEIDFi18tgtMJzUo0VKQGsAME9fJWEvNp4GIRC2fYUILncqziW9O3SGJxrD27HFf%2F%2BfY6uJbA2B0lsiHOQJ4cbQ1gMZDg%2FslJZ7HEcYuqZD40pfHqrGXDWDAopxcRM4YSwQMnFegdsPAW7UQGsHCiovZvb2iRg7U8CIlipdX6NjkoQvNXCoM15lJuTup902ROkZtv6kNmke2g4aJJJIeA%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Control Button For LG 38WN95C 38"" UltraWide 21:9 QHD+ 144Hz IPS Curved Monitor ", Open Box,5.0 out of 5 stars.,$12.49,None,https://www.ebay.com/itm/285679689450?_skw=ultrawide+monitor&epid=28036216463&hash=item4283d61eea:g:fvEAAOSw66JluxKP&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkzVE6LBU5g3tAcs8gW23vCR41roDMIH%2FubMYehb%2BW%2B1LVT4iAllTwYc1TJzmubntT2bwIVrzT3EZ4FTWDd7jRH7sTfQo43yizQfWJDhZTdAGKeTlxNPzTN0LToVX%2FLnTWF7DFc4jXH2qr4lwXeZEzHKqoVtvdc%2BiblKkTGtT0dFsxnSNnksgnjoV%2F77vWSQg2IXJFlYMmHSZQ%2F7i4lfUyVF67LBEkhny1hXpnrtxXXWseEkesIq%2FyyvOjTXtftNhswtwzFdjDiWI3Hvg0iz4IXWq%2BCHlRThvYqW16pwNecpA%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
ViewSonic ELITE XG341C-2K 34-inch Ultra-wide QHD Curved Mini LED Gaming, Brand New,None,$823.12,None,https://www.ebay.com/itm/296728473004?_skw=ultrawide+monitor&epid=10058720240&hash=item4516652dac:g:kWIAAOSwI45m~kdg&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKl3SrEbXZceA8L3RftebaLrQeVN9BeBMdMkPLTB9Wdd1Mfs6HORf3ZN9sY4jOpN0upsBcoWEr8qL0IC5lQhx3Y7OZrb%2FBbU%2FOUQ9ZvJMd%2FPrL4SsaQvm%2BtazOc9LR6czMcoSFp0LhVJ8ZHiBzy86E7Uynx2TRORxYRDI9nxocu5dSMe8Hwgq6Z2E5nvEjvb%2BA%2FVEUKkPGP3SYALfI06jBcsJN8e1As3u0LyvRXMK1slz5Of7s29WeHYbtklGkGCXNE%3D%7Ctkp%3ABk9SR_KDie2KZQ
"AOC AGON 5 AG405UXC computer monitor 100.3 cm (39.5"") 3440 x 1440 pixels Wide Qu", Brand New,5.0 out of 5 stars.,$778.57,None,https://www.ebay.com/itm/296728482806?_skw=ultrawide+monitor&epid=3061958596&hash=item45166553f6:g:5SEAAOSw-hFm~ko5&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkzXgOIcyonbd5PFiSAf%2FkuRJDXl%2Fyb8FFLIa%2BLiR54C2y0xzVkacjkTAhroNillmQTGEkOh6JV8J1F7X5goLSuNVSC%2Bf9mJzH2WSSXcUDJMW%2BwBLmlkPUa9snSpkIknbqLWhsH5efnYKWvOp8Ti54PyOfbVMNX0BCPoW9Mn8IFh0dLiDL9BGbaqacKdEDwzEYjLrPMfOenePo9ZCNmf8VBGUuNarIb2hH4BaEISUXlaEYfftU83vDInhqZYtysr50%3D%7Ctkp%3ABk9SR_KDie2KZQ
"10.1"" Monitor 1920*1200 Touch Screen HDMI USB C Display For Easy Projection Case", Brand New,None,$169.99,None,https://www.ebay.com/itm/313428232600?_skw=ultrawide+monitor&hash=item48f9c74998:g:hlcAAOSwPF1m8mBB&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnZMFDVc1DDKbl8%2FrJsz0reZCh%2B1reSkfjVW4n1VeewtcTRNKrQAWW4NVPPsMG7aScRTePSDHQsQaPLeG8WhKwQ5WL0Qg%2BwVGN1Ccx5%2Bn1peT919vyqF%2BKxHTrhXRKpPbuIdBxWde62V7Zg1CtZuQzfr%2BqpRxv%2BaaRWcsF0EwkPJpOeMbcJ5SxJU%2BTxLbC9VajiBF7HfbHKt0muYEhyd1ZDk3csKdLsKHvzkCvIKSybtx6Q5k5yzWZxLsvWNCTkhKU%3D%7Ctkp%3ABk9SR_KDie2KZQ
ASUS ROG Swift Ultra-Wide Gaming Monitor With Articulating Mount!!!!, Pre-Owned,None,$970.67,None,https://www.ebay.com/itm/374799480969?_skw=ultrawide+monitor&hash=item5743ca3889:g:yisAAOSwuQNksYcX&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmZm6BvhqxpaXCcVmfIWb%2Ft74E70OMfi%2FB7NJLMXSCTJ0t2bgiWTq8owKIUjUzqmdSR451Xf32BMXpp4wnSNabUo69sIjs7lXzp9uQ7E8ojUKYBcBSPZKw2NXYgM033iaRKJpCfBNu5DystxynlNcj%2F7E%2FNDxPXrI2VFX82GWqCCY%2B%2Bwm7bOKbgaUmvjTFlRuucBvFt9%2Bn6z%2FSiEy52lyAll3PJFmLh7rSo0PiZ2qUWm3VsfwLQTAwGKLwD%2FVnIiKTPCsBgYM4pu%2BUDYP0Mq2KkRVvJL204wniPjHSS3fU04w%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Dell P2017Hc 20"" Professional Ultra Sharp IPS Widescreen Monitor CRACKED", Parts Only,None,$20.00,None,https://www.ebay.com/itm/154265569104?_skw=ultrawide+monitor&hash=item23eaf1c750:g:~Q8AAOSwvG9f6Won&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkGFqhrk34O%2FAx7UvnpeGg0Ot%2F1fgk9Ww9rz9k%2FPh9BkrOSLnBitrzGGhBYf4cI2nvBjiY8ogU7Gy0QO0LDtOYTNNI5ICjkIvzx7CyxsLBz8oDqiIBPcBsagqsigReoLYNCSFd%2BHsg0%2BHlwstBeBwwn6XmLUPUfJ2cc7UqDJxUDc0%2B4ecFk6BJNo%2FvarpclU1OeXxwxqwdsp3FEqqSK6QFeQg8gBtB%2FopxZCoKR4Ib%2BIYQt%2F23qYbqH%2BxRNFbQVkJpGC06QS9OP2PSc0EVjOWNGI31LEvkbY6iPKcelCYWaeQ%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Lenovo R45w-30 44.5"" 32:9 Ultra-wide Curved 5120x1440 Gaming Monitor 67B1GAC3IS", Brand New,None,"$1,002.90",None,https://www.ebay.com/itm/256721583875?_skw=ultrawide+monitor&hash=item3bc5cc7f03:g:sioAAOSwFVpnPE4F&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkMgjE3DjVFs%2BTix1OYzuK0N3c9%2FxfZaQppAI%2Bb9KxUpB7p6VnAcCXyW4DoCisoVqDN2Qxi18CoprI9Fqd3JxMwAMCbM77AEtBSffDlyEFsyoBqbnQBChY3jyj%2Fa28pF1CCAMkSqMcnrBf4iHWbIbcOYczzgKzfJ2guHrUGo7O0ismZkGTG0Ga0e%2Bfi7UEAKbMSeXY4J%2F2NHzdtRCUe%2BIXOtXxrpW2lwafs1UUxThNIlx6kU7%2Fl33jkUjiMlHPbl8LBJhnLNXy45jfu3C19icM4wz9NMPUqAxR7OXf8REndeg%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Philips B Line 346B1c 34 "" Curved Ultra Wide Quad Hd 3440 X 1440 Pixels 100Hz Re", Brand New,4.5 out of 5 stars.,$564.39,None,https://www.ebay.com/itm/405470541847?_skw=ultrawide+monitor&epid=26035738254&hash=item5e67ed7817:g:5KQAAOSwII9ngcc5&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlnw8JAMMC%2ByhEYc1s5mtPP1nrG0CmSm4gBSlMFgT%2Bn81SZN669neflxs6TTUvU8b4BWp1tHrI8y%2F8pjkgtwdQgzkqn41Gix%2Fc7fPq4KVJcuqkCrQyzbpimPGVeN7KppqL%2BRRXn8FAsOs1N%2Ff0iQsdFghgL4%2FayfO2G4nawZeEg0og%2BYj04JRAMI6twuIoiDb9tqjl1IGN8PeYNWe6K2xUED%2BDih4ceUcxwOelgdAQ53%2BoORvXANLNluvtBwKpmqzz4ctiY7UPfE4Cr1btC75BRHyBbYB3zVhxgQhCgmggzZg%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speaker...", Brand New,4.5 out of 5 stars.,$86.18,None,https://www.ebay.com/itm/305971943251?_skw=ultrawide+monitor&epid=19026729911&hash=item473d595753:g:LWwAAOSw765nW5Yi&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKla7mu9vDKuquRm5lYFPM63MFHKhEU0a%2FhPM9%2BL608Ssp2x16rgbWfNfwf8v%2FY9UJPQ%2BHu5mAlnu9WgYvjIMbAngnmsjh28LX1%2B4DM7dNf06AwNiNqa6Ow%2FOYS4dBpkjqF22Smt5g898ZfdG0Ue2MrhuDQzmANvXIXselbgNV11K7pVZ%2FnecanwzMizhys8kN25pf8zjxw0VONXV35fyW23m4BsHVZQiPowjdu2LnSHhWCQAKRKlDNNGG19xVg1eYUzYgs8b8mX3%2Bt19x37Ja%2BJP4o%2BG6lSHQltk6RwTa9%2BFQ%3D%3D%7Ctkp%3ABk9SR_KDie2KZQ
"Portable 15.6'' Monitor with HDR 1080P Display, Smart Cover & Eye-Care Features", Brand New,None,$199.84,None,https://www.ebay.com/itm/296883594971?_skw=ultrawide+monitor&hash=item451fa426db:g:zMAAAOSwOYJnX45z&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlx%2FHrGwryAf1JI%2FT392ZVIQPKTOS3xw0wuspCD6xbh0%2F42nRcMvXoG40zJgqF%2B3LXDBpOg%2BS2gOGmNbwu%2FNRbs7vHIQlIhnwk%2BJ1%2ByNptqzFrBQj4wwWsixpjFQEUJB0O1plZErXNNlLnOjCW5xvOdsE5a9GVZKslR8YQl7Vx%2BYJ9vswPEM%2FJGVJDjanX9I76tO9%2FdDf3LSNJL%2FFXioXPmZ46Csldr52Y7ChPnZxtE%2BgHiuV28VVmMmKKrMAflUsN359eLlXr%2FqXV5TlLIf2%2FWzeb7ZRpbqFmJi50dnimuxg%3D%3D%7Ctkp%3ABFBM8oOJ7Ypl
ViewSonic VX2776-SMHD 27 Inch 1080p Widescreen IPS Monitor with Ultra-Thin Be..., Brand New,4.5 out of 5 stars.,$215.31,None,https://www.ebay.com/itm/335630477660?_skw=ultrawide+monitor&epid=11033840619&hash=item4e2522a95c:g:0qMAAOSwOjFnF1Wa&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkTQ%2FrBv4lUNCAf9p1krwrLALAtMxDWuXkjcuRSlZKQ2vTpQyTtCO%2BncfM6zKDLIejTzWjnEnU2bj7ubM3p69v4YovdwHqhV6662l0PdvW2855PxpKEIwsndDQ6DUkpwIZQLksyj4bVp2Y9bfv6xl7ek8SgatNtlYFPgONU2we46G7ckLd3iv4mGVhOQWmOOIJ9S3GxW8GXMTvYyyKSthgjAG33TKkwniQIwQgAEes3kQH2nke4Plfr7B6ArzoHNlcHPtHMmXpc%2BRHIW5inL175i0EPkVJJ4eLwLa6UdDTFHg%3D%3D%7Ctkp%3ABFBM9IOJ7Ypl
"LG 34WQ75C-B 34.1 "" UltraWide Quad HD 60Hz IPS Monitor", Brand New,None,$630.31,None,https://www.ebay.com/itm/405437924957?_skw=ultrawide+monitor&epid=16058706742&hash=item5e65fbc65d:g:C4gAAOSwMIpnamK2&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn75f59donwgut00ZygRXEHW7Cp5NYsOxm40RpLviYm9VnwGHo6%2FnJLAmDPe4s%2BKGdIzE05fTdLOShibuwhEyR7JPSEg265R6vuxtczo7DMZmZVyL78QjghPXKpQz7vlTdvLixAFrb%2B8QwYB9BEMhoUVIOOSPfS8cuAuXYKToOzf4%2FCDPlBVHjIaq2g9D4c9HS53bcaTcTdJtWvvdRHon4LfU%2FVGkFgeEV5fNPN%2FH2n0HOaMaD5t7n140S9UEmW%2B3NlIMLfnxrXWQ1px0vRAgwBBgBFjmLQerxCJLDjiZitYA%3D%3D%7Ctkp%3ABk9SR_SDie2KZQ
"Dell E1910H 19"" LCD Monitor, Black w/ VGA Cable Ultra SHARP Quick Refresh Office", Brand New,None,$53.00,None,https://www.ebay.com/itm/335447460065?_skw=ultrawide+monitor&epid=1400238676&hash=item4e1a3a08e1:g:bGUAAOSwTZpk~GCU&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKleH1vICIeSlkhnBxYeqYE5N6YXZwXgEIGyxytJLSWKV84C6FVJodtiO4l9nSoebGUI434GDOdmQai079J1iW5MM3QZkGPp%2FtP%2FdZ%2Fqn8U8IQuP4nX5TLFbpaFRoa9e8nQFCvGu%2FrNk4wtKQJOTx01nydHUgXfYPvWHiQsaDxw7xP6Tpwk9Hh7pZT1Ome1Q0Z5AKi028i%2BKBH1jaXPIXoh6rvht2G6376wdVbHTQfNGnVFw6imJ9kiArhJaPpqxGxs1pysXfza2goppyPkHIfd%2F%2Bf1lrfZmiCsBDgk%2B%2BIht3g%3D%3D%7Ctkp%3ABFBM9IOJ7Ypl
LG 29-Inch UltraWide FHD 2560 x 1080 IPS Monitor with FreeSync (29UM59A-P) NEW, Brand New,4.5 out of 5 stars.,$359.76,None,https://www.ebay.com/itm/334233599409?_skw=ultrawide+monitor&epid=943834686&hash=item4dd1dffdb1:g:EV0AAOSw2GlZwaef&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmBv3wNdnx8S7wTH8yDgB4RAG6Hw7AMHiarGszCh7zvtULvwpLxUwo%2FDHqbvdIDgEiPXjZ9Qf4HX%2BBCzHY9sIbs7VlU8btIpn7d51y3vp%2FAex7%2FF6kzS%2B61OnsPtgBi%2F8duCVMc6ipiU%2FSJHKXa504U66WCEfMLV%2FspW2FCs7XvOauosaPUWaIi9VdoOiipXV04tuDsgWaqGtUgoZCoMhTEp4r9G7LHj%2FyK9W%2BOpQ7WcZmgY5ReBYW3wZ74a5cHs%2FQ%3D%7Ctkp%3ABk9SR_SDie2KZQ
"ASUS ROG Strix XG49VQ 49"" Computer Monitor 3840 x 1080 Pixels Ultra Wide Full HD", Brand New,4.5 out of 5 stars.,"$1,349.99","$1,799.99",https://www.ebay.com/itm/145980094119?_skw=ultrawide+monitor&epid=4034408577&hash=item21fd1776a7:g:vlsAAOSwSS9mzHdf&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKl3YPUu8LGx3GLD0t9MofWSJSFFtxg584fZdfsP%2ByZCX6sQ6Ffo1TW7C%2Fzy6U7kgxdnfOtw9Y%2BfPrVmO52JtXVK9k1z5C6PMxEza1X9Lkx9bydUXt%2BW1DDV0mrBF9TzCe7bzvr1KbtKR4q6oAkWUSf8cW%2FhVC5%2B8EN6PkNzAvx5A31uUPiYvU24CZwkwDv1ohp%2F3ZjmX%2Fm6ty1zCRt656rUsjtm%2FnF3DPgtR%2B4r4TaJzaA%2BE%2By87x63JBNbVLc1KtEXCc%2BeVAwLxvQfa7Xgi8qHHUHNUyqHDq9IGM5yHxuWoQ%3D%3D%7Ctkp%3ABFBM9IOJ7Ypl
"FANGOR Portable Monitor 15.6"" FHD 1080P Ultra-Slim HDR IPS,  Model:BX156 *NEW*", Brand New,None,$89.99,None,https://www.ebay.com/itm/356137875349?_skw=ultrawide+monitor&hash=item52eb78b795:g:ztMAAOSwZ0lmO96L&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmxLVJc236lFK9rbWMn8mFgkPf2M3Qd6DqZVdEUxi9HJkSkZNkklBPa5HxwXqFU%2F8NAnRj615ZMPebjbq8QEcCGgFhz6o78ZH0va3tiHy2xePI9mpemMDFkO0Q0Nz5gyPbLH%2Bh8XXyW6N88BUpkVX2CRyjW9hmYpRp1aEMfxr4nE7uaHHfUS9RmewsYI0Wq%2Bx4W4Qd7k%2FRWWmdkYD4jxnBFSn3fI8eH3AbCDPhJydLVhSklI7oJ9uEFKbCsYPl%2FRWJ5OKnq6i%2BkOSDM8Uqaq%2BgT%2FRf12Yknw0%2FWF29aVUW91w%3D%3D%7Ctkp%3ABk9SR_SDie2KZQ
Acer R241Y BBIX 24” Ultra-Thin Full HD LED LCD Monitor CB241Y, Pre-Owned,4.0 out of 5 stars.,$56.00,None,https://www.ebay.com/itm/196402715031?_skw=ultrawide+monitor&epid=14032611462&hash=item2dba839997:g:yloAAOSwcr9mSlCu&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnR2SBTL8yLF%2FWwN84mpGP4rpKX5ce%2F5ilwxHjwe4VSARw%2FOfBYGC6y%2B%2Be6m%2Fv9SeSSah%2BQINWcag%2FqP6zdBnWu%2BSFomRX%2FTp30AIY8Z2XwDP%2FInQPbmfyKysz0gBSo9H91VL0DsdmMWKV7aH7FSVRbE%2FWd5P%2B86oDxe6XUgtW12B%2BYWvTDRuEGDz555YAWjd%2F%2B%2BYjYbmeb0LcH5qVc%2Fj9m1EvzdJfZE9ImEReAOU32o5YE%2Bqd9ri1byNC3ZDu%2BR3I%3D%7Ctkp%3ABk9SR_SDie2KZQ
